device_class,device_name,backend,llamacpp_commit,patch_applied,variant,mmproj_variant,mode,prompt_tokens,image_tokens,audio_tokens,audio_seconds,gen_tokens,run_idx,thermal_state,ttft_ms,encoder_ms,prefill_tps,decode_tps,total_ms,peak_rss_gb,peak_vram_gb,avg_power_w,idle_power_w,energy_j_per_1k_tok,notes,avg_power_w_raw,power_samples_used
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,vision,1101,1024,,,256,2,sustained,167000,,6.6,5.88,210000,6.23,unified (no discrete VRAM),4.94,0.459,759,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.4C cpuss-0=49.1C shell_back=43.0C skin-msm-therm=49.6C]; tz_end[cpu-1-2-0=77.4C cpuss-0=75.4C shell_back=43.3C skin-msm-therm=55.7C]; MemAvailable_before=3.90GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.9; client/server=0.996,4.81,47
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,vision,1101,1024,,,256,3,sustained,168000,,6.58,5.94,211000,6.23,unified (no discrete VRAM),4.56,0.459,688,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.4C cpuss-0=49.1C shell_back=42.4C skin-msm-therm=49.2C]; tz_end[cpu-1-2-0=75.5C cpuss-0=74.2C shell_back=43.2C skin-msm-therm=55.4C]; MemAvailable_before=3.87GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.96; client/server=0.996,4.41,47
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,vision,1101,1024,,,256,4,sustained,168000,,6.6,5.82,211000,6.23,unified (no discrete VRAM),4.65,0.459,716,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=49.3C cpuss-0=48.3C shell_back=42.3C skin-msm-therm=48.9C]; tz_end[cpu-1-2-0=75.9C cpuss-0=73.8C shell_back=43.1C skin-msm-therm=55.3C]; MemAvailable_before=3.91GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.85; client/server=0.996,4.48,47
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,vision,1101,1024,,,256,5,sustained,167000,,6.6,5.82,211000,6.23,unified (no discrete VRAM),4.59,0.459,706,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=49.3C cpuss-0=48.3C shell_back=42.2C skin-msm-therm=48.9C]; tz_end[cpu-1-2-0=76.3C cpuss-0=74.6C shell_back=43.7C skin-msm-therm=56.0C]; MemAvailable_before=3.91GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.85; client/server=0.996,4.42,47
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-30s,1540,,1500,30.0,256,1,sustained,143000,,10.8,5.35,191000,6.67,unified (no discrete VRAM),5.01,0.459,846,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.0C cpuss-0=48.7C shell_back=42.7C skin-msm-therm=49.4C]; tz_end[cpu-1-2-0=75.9C cpuss-0=74.2C shell_back=44.1C skin-msm-therm=56.4C]; MemAvailable_before=3.86GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.37; client/server=0.996,4.87,42
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-30s,1540,,1500,30.0,256,2,sustained,143000,,10.8,5.38,190000,6.66,unified (no discrete VRAM),4.71,0.459,788,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.8C cpuss-0=49.5C shell_back=43.0C skin-msm-therm=50.0C]; tz_end[cpu-1-2-0=77.0C cpuss-0=76.2C shell_back=44.3C skin-msm-therm=56.9C]; MemAvailable_before=3.49GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.4; client/server=0.996,4.54,42
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-30s,1540,,1500,30.0,256,3,sustained,147000,,10.8,5.34,195000,6.66,unified (no discrete VRAM),4.97,0.459,841,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.4C cpuss-0=49.9C shell_back=43.6C skin-msm-therm=50.4C]; tz_end[cpu-1-2-0=76.6C cpuss-0=75.0C shell_back=44.6C skin-msm-therm=57.0C]; MemAvailable_before=3.51GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.36; client/server=0.996,4.77,43
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-30s,1540,,1500,30.0,256,4,sustained,143000,,10.8,5.29,191000,6.66,unified (no discrete VRAM),4.81,0.459,819,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.2C cpuss-0=50.3C shell_back=43.6C skin-msm-therm=50.5C]; tz_end[cpu-1-2-0=76.6C cpuss-0=75.4C shell_back=45.0C skin-msm-therm=57.6C]; MemAvailable_before=3.51GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.31; client/server=0.996,4.62,42
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-30s,1540,,1500,30.0,256,5,sustained,142000,,10.8,5.32,190000,6.66,unified (no discrete VRAM),4.95,0.459,841,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=49.9C shell_back=44.2C skin-msm-therm=51.0C]; tz_end[cpu-1-2-0=77.8C cpuss-0=76.2C shell_back=45.3C skin-msm-therm=57.8C]; MemAvailable_before=3.54GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.34; client/server=0.995,4.75,42
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-10s,540,,500,10.0,256,1,sustained,106000,,5.12,6.9,143000,6.83,unified (no discrete VRAM),4.73,0.459,616,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.6C shell_back=44.3C skin-msm-therm=51.3C]; tz_end[cpu-1-2-0=79.4C cpuss-0=77.4C shell_back=45.1C skin-msm-therm=57.9C]; MemAvailable_before=3.48GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.93; client/server=0.996,4.48,31
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-10s,540,,500,10.0,256,2,sustained,106000,,5.12,6.93,143000,6.83,unified (no discrete VRAM),4.73,0.459,614,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.3C shell_back=44.3C skin-msm-therm=51.2C]; tz_end[cpu-1-2-0=78.6C cpuss-0=76.6C shell_back=45.2C skin-msm-therm=58.0C]; MemAvailable_before=3.28GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.96; client/server=0.996,4.48,31
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-10s,540,,500,10.0,256,3,sustained,108000,,5.01,6.9,145000,6.83,unified (no discrete VRAM),4.75,0.459,620,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=50.6C shell_back=44.3C skin-msm-therm=51.2C]; tz_end[cpu-1-2-0=79.0C cpuss-0=77.0C shell_back=44.4C skin-msm-therm=57.6C]; MemAvailable_before=3.23GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.93; client/server=0.996,4.59,32
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-10s,540,,500,10.0,256,4,sustained,106000,,5.13,6.88,143000,6.83,unified (no discrete VRAM),4.58,0.459,597,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=50.3C shell_back=43.6C skin-msm-therm=51.0C]; tz_end[cpu-1-2-0=77.4C cpuss-0=75.4C shell_back=44.2C skin-msm-therm=57.1C]; MemAvailable_before=3.25GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.9; client/server=0.996,4.42,31
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q5_K_M,audio+vision,audio-10s,540,,500,10.0,256,5,sustained,107000,,5.07,6.43,146000,6.81,unified (no discrete VRAM),5.03,0.459,708,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.2C cpuss-0=49.9C shell_back=43.5C skin-msm-therm=50.7C]; tz_end[cpu-1-2-0=79.0C cpuss-0=77.0C shell_back=44.3C skin-msm-therm=57.3C]; MemAvailable_before=3.20GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.47; client/server=0.995,4.77,32
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,1,sustained,4090,,32.1,6.75,41900,6.29,unified (no discrete VRAM),7.83,0.459,1090,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=76.3C cpuss-0=75.4C shell_back=48.3C skin-msm-therm=60.5C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=49.3C skin-msm-therm=63.1C]; MemAvailable_before=4.32GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.78; client/server=0.996,7.69,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,2,sustained,4080,,32.1,6.93,40900,6.29,unified (no discrete VRAM),7.65,0.459,1030,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.3C cpuss-0=55.8C shell_back=48.3C skin-msm-therm=56.1C]; tz_end[cpu-1-2-0=84.9C cpuss-0=83.3C shell_back=49.1C skin-msm-therm=62.6C]; MemAvailable_before=4.24GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.95; client/server=0.996,6.27,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,3,sustained,4010,,32.1,6.92,40900,6.29,unified (no discrete VRAM),8.15,0.459,1110,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.3C cpuss-0=54.6C shell_back=48.1C skin-msm-therm=55.7C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.5C shell_back=49.0C skin-msm-therm=62.5C]; MemAvailable_before=4.20GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.95; client/server=0.996,6.65,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,4,sustained,4010,,32.1,6.99,40500,6.29,unified (no discrete VRAM),7.49,0.459,1000,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=55.0C shell_back=48.2C skin-msm-therm=55.6C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.1C shell_back=49.2C skin-msm-therm=62.4C]; MemAvailable_before=4.18GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.02; client/server=0.996,6.21,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-128,128,,,,256,5,sustained,4010,,32.1,6.87,41100,6.29,unified (no discrete VRAM),7.46,0.459,1010,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=54.6C shell_back=48.0C skin-msm-therm=55.6C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.1C shell_back=49.2C skin-msm-therm=62.5C]; MemAvailable_before=4.17GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.9; client/server=0.996,6.08,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,1,sustained,16700,,30.8,6.2,57800,6.29,unified (no discrete VRAM),7.36,0.459,1110,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=54.6C shell_back=48.0C skin-msm-therm=55.5C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.5C shell_back=49.0C skin-msm-therm=62.5C]; MemAvailable_before=4.15GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.23; client/server=0.996,6.4,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,2,sustained,16700,,30.7,6.2,57800,6.18,unified (no discrete VRAM),7.16,0.459,1080,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.3C cpuss-0=55.4C shell_back=47.9C skin-msm-therm=55.6C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=49.1C skin-msm-therm=62.6C]; MemAvailable_before=4.29GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.23; client/server=0.996,6.23,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,3,sustained,16700,,30.7,6.18,58000,6.18,unified (no discrete VRAM),7.05,0.459,1060,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=54.6C shell_back=48.1C skin-msm-therm=55.6C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=49.1C skin-msm-therm=62.7C]; MemAvailable_before=4.30GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.21; client/server=0.996,6.15,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,4,sustained,16600,,30.9,6.21,57700,6.18,unified (no discrete VRAM),7.48,0.459,1130,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.3C cpuss-0=55.0C shell_back=48.2C skin-msm-therm=55.7C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=49.2C skin-msm-therm=62.7C]; MemAvailable_before=4.26GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.24; client/server=0.996,6.51,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-512,513,,,,256,5,sustained,16600,,30.9,6.15,58100,6.18,unified (no discrete VRAM),7.33,0.459,1110,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=55.4C shell_back=48.2C skin-msm-therm=55.8C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.5C shell_back=49.3C skin-msm-therm=62.8C]; MemAvailable_before=4.25GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.17; client/server=0.996,6.37,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-2048,2048,,,,256,1,sustained,77100,,26.6,4.44,135000,6.19,unified (no discrete VRAM),6.73,0.459,1410,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.3C cpuss-0=55.4C shell_back=48.4C skin-msm-therm=55.9C]; tz_end[cpu-1-2-0=84.1C cpuss-0=82.5C shell_back=49.7C skin-msm-therm=63.1C]; MemAvailable_before=4.32GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.46; client/server=0.994,6.51,29
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-2048,2048,,,,256,2,sustained,77800,,26.3,4.49,135000,6.19,unified (no discrete VRAM),6.65,0.459,1370,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.7C cpuss-0=55.0C shell_back=48.7C skin-msm-therm=56.2C]; tz_end[cpu-1-2-0=85.3C cpuss-0=82.9C shell_back=49.9C skin-msm-therm=63.4C]; MemAvailable_before=4.26GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.51; client/server=0.996,6.44,29
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-2048,2048,,,,256,3,sustained,77600,,26.4,4.46,135000,6.19,unified (no discrete VRAM),6.58,0.459,1370,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=57.1C cpuss-0=55.8C shell_back=49.2C skin-msm-therm=56.6C]; tz_end[cpu-1-2-0=83.3C cpuss-0=81.7C shell_back=50.0C skin-msm-therm=63.5C]; MemAvailable_before=4.44GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.48; client/server=0.996,6.24,29
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-2048,2048,,,,256,4,sustained,77500,,26.4,4.45,135000,6.19,unified (no discrete VRAM),6.61,0.459,1380,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=57.1C cpuss-0=55.4C shell_back=49.1C skin-msm-therm=56.7C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.5C shell_back=50.3C skin-msm-therm=63.7C]; MemAvailable_before=4.47GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.47; client/server=0.996,6.27,29
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,text-2048,2048,,,,256,5,sustained,78000,,26.4,4.41,136000,6.19,unified (no discrete VRAM),6.68,0.459,1410,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=57.5C cpuss-0=55.4C shell_back=49.4C skin-msm-therm=56.8C]; tz_end[cpu-1-2-0=84.9C cpuss-0=82.9C shell_back=50.4C skin-msm-therm=63.9C]; MemAvailable_before=4.38GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.43; client/server=0.996,6.31,30
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,vision,1101,1024,,,256,1,sustained,170000,,6.48,5.36,218000,6.79,unified (no discrete VRAM),5.05,0.459,853,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=57.5C cpuss-0=55.8C shell_back=49.3C skin-msm-therm=57.0C]; tz_end[cpu-1-2-0=83.3C cpuss-0=82.1C shell_back=49.6C skin-msm-therm=62.8C]; MemAvailable_before=4.41GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.38; client/server=0.996,4.87,48
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,vision,1101,1024,,,256,2,sustained,170000,,6.5,5.36,217000,6.71,unified (no discrete VRAM),4.8,0.459,806,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=56.3C cpuss-0=55.4C shell_back=48.6C skin-msm-therm=56.0C]; tz_end[cpu-1-2-0=83.7C cpuss-0=82.1C shell_back=48.9C skin-msm-therm=62.3C]; MemAvailable_before=3.70GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.38; client/server=0.996,4.65,48
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,vision,1101,1024,,,256,3,sustained,169000,,6.51,5.36,217000,6.69,unified (no discrete VRAM),4.93,0.459,832,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=54.2C shell_back=48.0C skin-msm-therm=55.3C]; tz_end[cpu-1-2-0=82.9C cpuss-0=81.3C shell_back=48.6C skin-msm-therm=61.9C]; MemAvailable_before=3.68GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.38; client/server=0.996,4.76,48
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,vision,1101,1024,,,256,4,sustained,170000,,6.5,5.35,218000,6.69,unified (no discrete VRAM),4.95,0.459,836,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.1C cpuss-0=54.2C shell_back=47.4C skin-msm-therm=55.0C]; tz_end[cpu-1-2-0=83.7C cpuss-0=81.3C shell_back=48.3C skin-msm-therm=61.6C]; MemAvailable_before=3.68GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.38; client/server=0.996,4.83,48
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q6_K,audio+vision,vision,1101,1024,,,256,5,sustained,169000,,6.51,5.4,216000,6.69,unified (no discrete VRAM),5.25,0.459,883,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.5C cpuss-0=54.2C shell_back=47.5C skin-msm-therm=54.7C]; tz_end[cpu-1-2-0=82.5C cpuss-0=80.5C shell_back=48.2C skin-msm-therm=61.5C]; MemAvailable_before=3.59GB; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.42; client/server=0.996,5.12,48
