device_class,device_name,backend,llamacpp_commit,patch_applied,variant,mmproj_variant,mode,prompt_tokens,image_tokens,audio_tokens,audio_seconds,gen_tokens,run_idx,thermal_state,ttft_ms,encoder_ms,prefill_tps,decode_tps,total_ms,peak_rss_gb,peak_vram_gb,avg_power_w,idle_power_w,energy_j_per_1k_tok,notes,avg_power_w_raw,power_samples_used
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,3,sustained,126000,,12.6,5.42,174000,7.75,unified (no discrete VRAM),4.65,0.474,767,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=50.8C cpuss-0=49.9C shell_back=43.4C skin-msm-therm=50.0C]; tz_end[cpu-1-2-0=77.0C cpuss-0=75.0C shell_back=44.4C skin-msm-therm=57.0C]; MemAvailable_before=2.48GB; swap_used=2.68->2.62GB; SWAP-AFFECTED: 2.68 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.45; client/server=0.996,4.46,38
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,4,sustained,122000,,12.8,5.19,171000,7.75,unified (no discrete VRAM),5.09,0.474,885,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=49.5C shell_back=43.6C skin-msm-therm=50.6C]; tz_end[cpu-1-2-0=75.5C cpuss-0=73.8C shell_back=44.9C skin-msm-therm=56.9C]; MemAvailable_before=2.40GB; swap_used=2.62->2.61GB; SWAP-AFFECTED: 2.62 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.29; client/server=0.981,4.88,38
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-30s,1540,,1500,30.0,256,5,sustained,121000,,12.7,5.17,171000,7.75,unified (no discrete VRAM),4.89,0.474,852,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=49.9C shell_back=44.0C skin-msm-therm=50.7C]; tz_end[cpu-1-2-0=77.8C cpuss-0=76.2C shell_back=45.1C skin-msm-therm=57.3C]; MemAvailable_before=2.43GB; swap_used=2.61->2.57GB; SWAP-AFFECTED: 2.61 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.29; client/server=0.977,4.74,37
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,1,sustained,101000,,5.47,6.73,139000,7.92,unified (no discrete VRAM),4.93,0.474,659,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.6C shell_back=44.0C skin-msm-therm=50.9C]; tz_end[cpu-1-2-0=74.7C cpuss-0=73.8C shell_back=44.9C skin-msm-therm=57.3C]; MemAvailable_before=2.37GB; swap_used=2.57->2.56GB; SWAP-AFFECTED: 2.57 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.77; client/server=0.994,4.29,27
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,2,sustained,99700,,5.48,6.65,138000,7.92,unified (no discrete VRAM),4.51,0.474,605,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=50.3C shell_back=44.1C skin-msm-therm=50.8C]; tz_end[cpu-1-2-0=77.0C cpuss-0=76.2C shell_back=44.9C skin-msm-therm=57.0C]; MemAvailable_before=2.17GB; swap_used=2.56->2.56GB; SWAP-AFFECTED: 2.56 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.73; client/server=0.987,4.35,30
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,3,sustained,100000,,5.48,6.82,138000,7.92,unified (no discrete VRAM),4.68,0.474,615,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=49.9C shell_back=44.2C skin-msm-therm=50.7C]; tz_end[cpu-1-2-0=77.4C cpuss-0=75.8C shell_back=45.1C skin-msm-therm=57.3C]; MemAvailable_before=2.17GB; swap_used=2.56->2.52GB; SWAP-AFFECTED: 2.56 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.84; client/server=0.996,4.51,30
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,4,sustained,99800,,5.45,6.91,137000,7.92,unified (no discrete VRAM),4.79,0.474,621,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=51.6C cpuss-0=50.3C shell_back=44.3C skin-msm-therm=51.0C]; tz_end[cpu-1-2-0=79.0C cpuss-0=77.0C shell_back=45.1C skin-msm-therm=57.4C]; MemAvailable_before=2.10GB; swap_used=2.52->2.50GB; SWAP-AFFECTED: 2.52 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.94; client/server=0.996,4.54,30
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q8_0,audio+vision,audio-10s,540,,500,10.0,256,5,sustained,99700,,5.46,6.89,137000,7.92,unified (no discrete VRAM),4.86,0.474,634,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.6C shell_back=44.3C skin-msm-therm=51.1C]; tz_end[cpu-1-2-0=76.6C cpuss-0=75.0C shell_back=45.4C skin-msm-therm=57.6C]; MemAvailable_before=2.16GB; swap_used=2.50->2.49GB; SWAP-AFFECTED: 2.50 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.92; client/server=0.996,4.63,30
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,none,text-512,513,,,,256,1,sustained,12800,,40.6,8.36,43300,3.33,unified (no discrete VRAM),7.23,0.474,805,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=78.6C cpuss-0=77.0C shell_back=49.0C skin-msm-therm=62.1C]; tz_end[cpu-1-2-0=84.5C cpuss-0=82.9C shell_back=49.4C skin-msm-therm=62.8C]; MemAvailable_before=7.04GB; swap_used=2.07->2.07GB; SWAP-AFFECTED: 2.07 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=8.4; client/server=0.996,7.33,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,none,text-512,513,,,,256,2,sustained,12900,,40.8,8.33,43500,3.33,unified (no discrete VRAM),6.28,0.474,694,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=55.0C shell_back=48.5C skin-msm-therm=55.9C]; tz_end[cpu-1-2-0=82.5C cpuss-0=80.5C shell_back=49.2C skin-msm-therm=61.9C]; MemAvailable_before=7.03GB; swap_used=2.07->2.07GB; SWAP-AFFECTED: 2.07 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=8.35; client/server=0.997,5.4,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,none,text-512,513,,,,256,3,sustained,12300,,41.9,7.78,45100,3.33,unified (no discrete VRAM),6.48,0.474,770,"threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.9C cpuss-0=54.6C shell_back=48.2C skin-msm-therm=55.3C]; tz_end[cpu-1-2-0=76.6C cpuss-0=75.0C shell_back=49.0C skin-msm-therm=60.8C]; MemAvailable_before=6.98GB; swap_used=2.07->2.07GB; SWAP-AFFECTED: 2.07 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=8.25; client/server=0.943; TRANSPORT-AFFECTED: client decode_tps is 6% below the server's own timing; network delivery, not the device",4.84,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,none,text-512,513,,,,256,4,sustained,12300,,41.8,8.41,42600,3.33,unified (no discrete VRAM),6.23,0.474,683,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.1C cpuss-0=53.8C shell_back=48.0C skin-msm-therm=54.7C]; tz_end[cpu-1-2-0=76.6C cpuss-0=75.4C shell_back=48.8C skin-msm-therm=61.4C]; MemAvailable_before=6.94GB; swap_used=2.07->2.07GB; SWAP-AFFECTED: 2.07 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=8.48; client/server=0.992,5.15,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,none,text-512,513,,,,256,5,sustained,12800,,40.6,8.52,42700,3.33,unified (no discrete VRAM),6.2,0.474,670,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.5C cpuss-0=53.8C shell_back=47.8C skin-msm-therm=54.8C]; tz_end[cpu-1-2-0=82.5C cpuss-0=80.9C shell_back=48.5C skin-msm-therm=61.3C]; MemAvailable_before=7.03GB; swap_used=2.07->2.07GB; SWAP-AFFECTED: 2.07 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=8.55; client/server=0.996,5.54,8
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,vision-only,vision,1101,1024,,,256,1,sustained,163000,,6.84,6.79,200000,4.75,unified (no discrete VRAM),4.27,0.474,557,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=78.6C cpuss-0=76.2C shell_back=49.6C skin-msm-therm=61.8C]; tz_end[cpu-1-2-0=80.6C cpuss-0=79.3C shell_back=49.0C skin-msm-therm=61.4C]; MemAvailable_before=5.84GB; swap_used=1.99->1.98GB; SWAP-AFFECTED: 1.99 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.85; client/server=0.992,4.24,44
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,vision-only,vision,1101,1024,,,256,2,sustained,167000,,6.8,6.82,204000,4.64,unified (no discrete VRAM),4.32,0.474,561,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=55.5C cpuss-0=54.2C shell_back=48.0C skin-msm-therm=55.1C]; tz_end[cpu-1-2-0=80.6C cpuss-0=78.9C shell_back=48.2C skin-msm-therm=60.7C]; MemAvailable_before=5.89GB; swap_used=1.98->1.97GB; SWAP-AFFECTED: 1.98 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.85; client/server=0.996,3.96,42
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,vision-only,vision,1101,1024,,,256,3,sustained,161000,,6.89,6.93,198000,4.64,unified (no discrete VRAM),4.51,0.474,580,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.7C cpuss-0=53.8C shell_back=47.3C skin-msm-therm=54.2C]; tz_end[cpu-1-2-0=80.2C cpuss-0=78.5C shell_back=47.7C skin-msm-therm=60.3C]; MemAvailable_before=5.85GB; swap_used=1.97->1.96GB; SWAP-AFFECTED: 1.97 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.96; client/server=0.996,4.4,43
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,vision-only,vision,1101,1024,,,256,4,sustained,166000,,6.8,6.4,206000,4.64,unified (no discrete VRAM),4.38,0.474,608,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=54.3C cpuss-0=52.6C shell_back=47.0C skin-msm-therm=53.8C]; tz_end[cpu-1-2-0=78.2C cpuss-0=77.0C shell_back=47.4C skin-msm-therm=59.2C]; MemAvailable_before=5.86GB; swap_used=1.96->1.96GB; SWAP-AFFECTED: 1.96 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.71; client/server=0.954,4.17,44
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,vision-only,vision,1101,1024,,,256,5,sustained,166000,,6.8,6.97,203000,4.64,unified (no discrete VRAM),4.41,0.474,562,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=53.2C cpuss-0=52.2C shell_back=46.4C skin-msm-therm=53.0C]; tz_end[cpu-1-2-0=75.1C cpuss-0=74.2C shell_back=47.2C skin-msm-therm=59.5C]; MemAvailable_before=5.82GB; swap_used=1.96->1.95GB; SWAP-AFFECTED: 1.96 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.01; client/server=0.993,4.06,43
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,1,sustained,17900,,28.7,6.12,59600,5.09,unified (no discrete VRAM),4.53,0.474,660,"threads=4; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=60.2C cpuss-0=59.7C shell_back=40.8C skin-msm-therm=49.5C]; tz_end[cpu-1-2-0=64.1C cpuss-0=62.4C shell_back=41.0C skin-msm-therm=49.6C]; MemAvailable_before=4.43GB; swap_used=1.77->1.77GB; SWAP-AFFECTED: 1.77 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.49; client/server=0.943; TRANSPORT-AFFECTED: client decode_tps is 6% below the server's own timing; network delivery, not the device",4.23,11
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,2,sustained,18000,,28.5,6.49,57300,5.09,unified (no discrete VRAM),4.22,0.474,575,threads=4; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=46.5C cpuss-0=45.5C shell_back=39.9C skin-msm-therm=45.4C]; tz_end[cpu-1-2-0=61.8C cpuss-0=60.9C shell_back=40.8C skin-msm-therm=49.3C]; MemAvailable_before=4.37GB; swap_used=1.77->1.77GB; SWAP-AFFECTED: 1.77 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.52; client/server=0.996,3.7,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,3,sustained,18300,,28.2,6.55,57300,5.09,unified (no discrete VRAM),4.45,0.474,605,threads=4; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=46.1C cpuss-0=44.7C shell_back=40.2C skin-msm-therm=45.2C]; tz_end[cpu-1-2-0=62.2C cpuss-0=61.3C shell_back=40.8C skin-msm-therm=49.2C]; MemAvailable_before=4.36GB; swap_used=1.77->1.77GB; SWAP-AFFECTED: 1.77 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.58; client/server=0.996,4.08,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,4,sustained,18200,,29.5,6.78,55800,5.09,unified (no discrete VRAM),5.5,0.474,738,threads=4; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=46.1C cpuss-0=44.7C shell_back=40.0C skin-msm-therm=45.0C]; tz_end[cpu-1-2-0=63.0C cpuss-0=61.6C shell_back=41.1C skin-msm-therm=50.4C]; MemAvailable_before=4.35GB; swap_used=1.77->1.77GB; SWAP-AFFECTED: 1.77 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=7.01; client/server=0.968,4.83,11
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,5,sustained,17900,,28.7,6.3,58400,5.09,unified (no discrete VRAM),4.56,0.474,645,threads=4; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=46.9C cpuss-0=45.1C shell_back=40.3C skin-msm-therm=45.8C]; tz_end[cpu-1-2-0=61.8C cpuss-0=60.5C shell_back=41.0C skin-msm-therm=49.2C]; MemAvailable_before=4.41GB; swap_used=1.77->1.77GB; SWAP-AFFECTED: 1.77 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=6.5; client/server=0.970,4.25,12
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,1,sustained,14400,,36.2,4.92,66200,5.38,unified (no discrete VRAM),5.53,0.474,1020,threads=8; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=70.8C cpuss-0=69.1C shell_back=46.0C skin-msm-therm=57.1C]; tz_end[cpu-1-2-0=70.4C cpuss-0=68.7C shell_back=46.2C skin-msm-therm=57.2C]; MemAvailable_before=4.90GB; swap_used=1.71->1.71GB; SWAP-AFFECTED: 1.71 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5; client/server=0.984,5.43,14
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,2,sustained,13200,,38.9,5.17,62500,5.38,unified (no discrete VRAM),6.25,0.474,1110,threads=8; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.6C shell_back=45.2C skin-msm-therm=51.6C]; tz_end[cpu-1-2-0=67.6C cpuss-0=66.4C shell_back=46.0C skin-msm-therm=57.1C]; MemAvailable_before=4.89GB; swap_used=1.71->1.71GB; SWAP-AFFECTED: 1.71 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.22; client/server=0.991,5.83,13
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,3,sustained,13500,,38.1,5.1,63500,5.38,unified (no discrete VRAM),6.18,0.474,1110,threads=8; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.6C shell_back=45.1C skin-msm-therm=51.3C]; tz_end[cpu-1-2-0=72.7C cpuss-0=71.1C shell_back=46.0C skin-msm-therm=57.2C]; MemAvailable_before=4.88GB; swap_used=1.71->1.71GB; SWAP-AFFECTED: 1.71 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.12; client/server=0.996,5.42,13
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,4,sustained,13500,,38.5,5.17,62800,5.38,unified (no discrete VRAM),6.08,0.474,1080,threads=8; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=51.0C shell_back=45.0C skin-msm-therm=51.5C]; tz_end[cpu-1-2-0=73.9C cpuss-0=71.9C shell_back=45.9C skin-msm-therm=57.1C]; MemAvailable_before=4.91GB; swap_used=1.71->1.70GB; SWAP-AFFECTED: 1.71 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=5.2; client/server=0.994,5.41,13
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,Q4_K_M,audio+vision,text-512,513,,,,256,5,sustained,16200,,31.8,4.87,68600,5.38,unified (no discrete VRAM),5.59,0.474,1040,threads=8; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=52.0C cpuss-0=50.6C shell_back=45.0C skin-msm-therm=51.4C]; tz_end[cpu-1-2-0=73.5C cpuss-0=71.5C shell_back=45.9C skin-msm-therm=56.8C]; MemAvailable_before=4.96GB; swap_used=1.70->2.28GB; SWAP-AFFECTED: 1.70 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=4.95; client/server=0.984,4.95,14
flagship-smartphone,OnePlus 13R (CPH2691) / Snapdragon 8 Gen 3 SM8650 / 16 GB LPDDR5X,CPU (ARM NEON/i8mm),ea63b4d32ea1b66bdbe369be7f9443f6c00f8b31,yes,BF16,audio+vision,text-128,128,,,,256,1,sustained,93100,,1.4,1.17,311000,7.87,unified (no discrete VRAM),4.05,0.474,3040,threads=6; mmap=off; encoder_ms folded into ttft_ms (llama-server does not report it); tz_start[cpu-1-2-0=61.8C cpuss-0=60.1C shell_back=43.3C skin-msm-therm=51.9C]; tz_end[cpu-1-2-0=64.5C cpuss-0=63.2C shell_back=44.1C skin-msm-therm=53.3C]; MemAvailable_before=1.00GB; swap_used=4.13->4.38GB; SWAP-AFFECTED: 4.13 GB was in zram before this run; peak_rss_gb understates the true requirement because evicted pages are not resident; power_sampled_at=0.25Hz lead_in=8.0s tail=0.0s; server_decode_tps=1.18; client/server=0.989,4.05,70
